input_file,status,spacegroup_symbol,spacegroup_number,crystal_system,hall_symbol,cif_output,error
D:\aaazjy\zjyyyyy\halide water adsorption\zjy-calc\Bi-dopingLYC\Asano_relax\supercell_il011_w12.vasp,ok,P1,1,triclinic,P 1,symmetry_cif_outputs\supercell_il011_w12_SG1_P1.cif,
