r_A,g_r
0.025,0.0
0.07500000000000001,0.0
0.125,0.0
0.17500000000000002,0.0
0.225,0.0
0.275,0.0
0.32500000000000007,0.0
0.375,0.0
0.42500000000000004,0.0
0.475,0.0
0.525,0.0
0.5750000000000001,0.0
0.625,0.0
0.675,0.0
0.7250000000000001,0.0
0.775,0.0
0.8250000000000001,0.0
0.875,0.0
0.925,0.0
0.9750000000000001,0.0
1.025,0.0
1.0750000000000002,0.0
1.125,0.0
1.1750000000000003,0.0
1.225,0.0
1.275,0.0
1.3250000000000002,0.0
1.375,0.0
1.4250000000000003,0.0
1.475,0.0
1.525,0.0
1.5750000000000002,0.0
1.625,0.0
1.6750000000000003,0.0
1.725,0.0
1.775,0.0
1.8250000000000002,0.0
1.875,0.003845200714081895
1.9250000000000003,0.01565994459974239
1.975,0.08469811858179684
2.0250000000000004,0.2977453790002558
2.075,0.689052337350913
2.125,1.2954722271732666
2.175,1.9985456359107914
2.225,2.6903745313652783
2.2750000000000004,3.2584556193243563
2.325,3.581863400902605
2.375,3.7260257751292736
2.4250000000000003,3.6617690498780657
2.475,3.44362096535742
2.5250000000000004,3.2145229157760555
2.575,2.9021876598714296
2.625,2.580847683438852
2.6750000000000003,2.284229105993293
2.725,2.004334365922056
2.7750000000000004,1.7501402516694393
2.825,1.517773835667703
2.875,1.3391466337153457
2.9250000000000003,1.1896622521519202
2.975,1.0305725032667485
3.0250000000000004,0.9149909616170336
3.075,0.8080293723368435
3.125,0.711441632403588
3.1750000000000003,0.642208114873833
3.225,0.5600903741006845
3.2750000000000004,0.4933479277301269
3.325,0.44930483265557236
3.375,0.4066805029125615
3.4250000000000003,0.3613602983316839
3.475,0.33995049503941016
3.5250000000000004,0.31440030469731084
3.575,0.3061319158191261
3.625,0.2924257036039213
3.6750000000000003,0.2942640496331953
3.725,0.3016021447579293
3.7750000000000004,0.30671546298006086
3.825,0.3368366595392959
3.875,0.3727552600585245
3.9250000000000003,0.3966436749794805
3.975,0.42621059996426736
4.025,0.4804503183376225
4.075,0.5255420605662268
4.125,0.5761096144216646
4.175000000000001,0.6509991790813837
4.225,0.717215988850656
4.275,0.7802110677378393
4.325,0.844930500342477
4.375,0.9197001281441333
4.425000000000001,0.9752833847860269
4.475,1.0332051676621476
4.525,1.0945266533781965
4.575,1.1188447165241167
4.625,1.1501849926762622
4.675000000000001,1.1674891512625603
4.725,1.1856089876535125
4.775,1.1913366553703872
4.825000000000001,1.1974091426546642
4.875,1.1937844951214767
4.925000000000001,1.1876533260119009
4.975,1.1655663252661694
5.025,1.1379944993140816
5.075000000000001,1.1112392072704076
5.125,1.0881183246190635
5.175000000000001,1.0899713868096177
5.225,1.0868321587898335
5.275,1.0852745208232417
5.325000000000001,1.0952351541007668
5.375,1.112753771687335
5.425000000000001,1.1416554693934493
5.475,1.1861065971579219
5.525,1.2171678007365052
5.575000000000001,1.2473532518023638
5.625,1.2912218030255884
5.675000000000001,1.305324960514936
5.725,1.3144549325550754
5.775,1.3164403317918587
5.825000000000001,1.2738508941956213
5.875,1.231721521889128
5.925000000000001,1.2038073223001076
5.975,1.1468002366533696
6.025,1.095971762622927
6.075000000000001,1.043920444418723
6.125,0.9947692817311853
6.175000000000001,0.9427862404264324
6.225,0.9005920695938807
6.275,0.8597348877404755
6.325000000000001,0.815535267805136
6.375,0.7685300644838339
6.425000000000001,0.7227477897139204
6.475,0.6833788393800999
6.525,0.6424861767361615
6.575000000000001,0.6208760465577569
6.625,0.5995421378352609
6.675000000000001,0.5858428181137861
6.725,0.5839588769679974
6.775,0.5746243066865143
6.825000000000001,0.5746665643993942
6.875,0.5831158629336661
6.925000000000001,0.5950781622761616
6.975,0.5980719272846907
7.025,0.6122053965263273
7.075000000000001,0.6305250664031407
7.125,0.6419132175305445
7.175000000000001,0.6495932071353432
7.225,0.6594064925265553
7.275,0.6628961907025557
7.325000000000001,0.653250509473108
7.375,0.6493940245706107
7.425000000000001,0.6371606698742844
7.475,0.6343540658564021
7.525,0.626953709603155
7.575000000000001,0.615905936973033
7.625,0.5980266413473916
7.675000000000001,0.5800500721457511
7.725,0.5636752660031353
7.775,0.541574125845226
7.825000000000001,0.5157358116394813
7.875,0.4948625237701603
7.925000000000001,0.467978973064645
7.975,0.44216409027874604
