r_A,g_r
0.025,0.0
0.07500000000000001,0.0
0.125,0.0
0.17500000000000002,0.0
0.225,0.0
0.275,0.0
0.32500000000000007,0.0
0.375,0.0
0.42500000000000004,0.0
0.475,0.0
0.525,0.0
0.5750000000000001,0.0
0.625,0.0
0.675,0.0
0.7250000000000001,0.0
0.775,0.0
0.8250000000000001,0.0
0.875,0.0
0.925,0.0
0.9750000000000001,0.0
1.025,0.0
1.0750000000000002,0.0
1.125,0.0
1.1750000000000003,0.0
1.225,0.0
1.275,0.0
1.3250000000000002,0.0
1.375,0.0
1.4250000000000003,0.0
1.475,0.0
1.525,0.0
1.5750000000000002,0.0010732747460315312
1.625,0.0
1.6750000000000003,0.0009489572078811628
1.725,0.0
1.775,0.0016901025754752009
1.8250000000000002,0.0015987685358698385
1.875,0.005869240725705845
1.9250000000000003,0.02254272174086191
1.975,0.08626055989756938
2.0250000000000004,0.29071803514601313
2.075,0.6901827803168781
2.125,1.302392042731961
2.175,2.039736275248969
2.225,2.740688088015027
2.2750000000000004,3.353969886770578
2.325,3.695133584433768
2.375,3.813728009387235
2.4250000000000003,3.6678220748617822
2.475,3.5106431309862978
2.5250000000000004,3.216280457005537
2.575,2.881377240818062
2.625,2.583371632274198
2.6750000000000003,2.276820198552311
2.725,1.993062471204702
2.7750000000000004,1.7037168080355414
2.825,1.4598235075878478
2.875,1.3236843031189782
2.9250000000000003,1.1558143513127366
2.975,1.0326441701922886
3.0250000000000004,0.8890217261127079
3.075,0.8124415762633067
3.125,0.7120832896604428
3.1750000000000003,0.6310313523768437
3.225,0.5656325167365471
3.2750000000000004,0.507191997805206
3.325,0.4571623164897903
3.375,0.42148181016945124
3.4250000000000003,0.38781659695722137
3.475,0.3608339549264082
3.5250000000000004,0.34416152479215734
3.575,0.3304615707219164
3.625,0.32044595093519324
3.6750000000000003,0.30665999805051947
3.725,0.325059475627733
3.7750000000000004,0.3185843663616451
3.825,0.33403642340415934
3.875,0.36647723850994335
3.9250000000000003,0.39038351453164044
3.975,0.4290713819070979
4.025,0.46807034829120947
4.075,0.5116519441122217
4.125,0.5608392809555337
4.175000000000001,0.6228703128711545
4.225,0.6737333973422581
4.275,0.7437501336540825
4.325,0.8065423397077609
4.375,0.875189015999177
4.425000000000001,0.929309220937684
4.475,0.9873539017110331
4.525,1.0327375321242083
4.575,1.085103116555427
4.625,1.1369355835130084
4.675000000000001,1.174893039013906
4.725,1.1625029529441784
4.775,1.1791570203557782
4.825000000000001,1.1862111924141194
4.875,1.1784028381686769
4.925000000000001,1.1691835168717541
4.975,1.1466478012380965
5.025,1.1461523540270295
5.075000000000001,1.1330999292510298
5.125,1.1341100938468838
5.175000000000001,1.1198819239670508
5.225,1.1268592064268483
5.275,1.1184684689391218
5.325000000000001,1.1123523973926415
5.375,1.1404726221437547
5.425000000000001,1.1590147716535224
5.475,1.185497266943177
5.525,1.2247698160093197
5.575000000000001,1.2496846494984089
5.625,1.2806453223803873
5.675000000000001,1.2892332212561408
5.725,1.299571230605553
5.775,1.2905579726792822
5.825000000000001,1.2685271213913878
5.875,1.2362851760600526
5.925000000000001,1.1941857307343422
5.975,1.1313522195661392
6.025,1.0927659695377907
6.075000000000001,1.0464626467007314
6.125,1.0034091082332013
6.175000000000001,0.9592853483316528
6.225,0.8998502973000425
6.275,0.8542504912682549
6.325000000000001,0.8138928709341763
6.375,0.7760917025436168
6.425000000000001,0.7377596210338437
6.475,0.7017607492246547
6.525,0.6708394001107768
6.575000000000001,0.6422289585912634
6.625,0.6206206557521301
6.675000000000001,0.6113951835643078
6.725,0.6040229059937647
6.775,0.590942048109677
6.825000000000001,0.5927043571291143
6.875,0.5998525606220796
6.925000000000001,0.6055117775937087
6.975,0.6054337010048356
7.025,0.6141649835588908
7.075000000000001,0.6250433660238776
7.125,0.6274536069140135
7.175000000000001,0.632910538604709
7.225,0.6430598990398383
7.275,0.6429354913579539
7.325000000000001,0.6465631844867038
7.375,0.6379850765452496
7.425000000000001,0.6259262025450664
7.475,0.6202253507296648
7.525,0.6171770228619479
7.575000000000001,0.6105470717321931
7.625,0.5949468744087744
7.675000000000001,0.5784005121036204
7.725,0.5594649830966887
7.775,0.5428776272813136
7.825000000000001,0.5266563173777121
7.875,0.5036103781882092
7.925000000000001,0.48108637811932986
7.975,0.46601968355366896
