temperature_K,column_index,fit_start_idx,fit_end_idx,slope_A2_per_ps,R2,D_A2_per_ps,D_cm2_per_s,sigma_S_per_cm,sigma_mS_per_cm
1600.0,1,50,250,0.012424828729468238,0.9459987609629397,0.0020708047882447064,2.0708047882447065e-07,0.0045319090626207955,4.531909062620795
1800.0,2,50,250,0.03981394003975099,0.9526759398505945,0.006635656673291832,6.635656673291832e-07,0.01290842962647677,12.90842962647677
2000.0,3,50,250,0.1623377205805145,0.9845752039282678,0.02705628676341908,2.705628676341908e-06,0.047369653336736026,47.36965333673603
2200.0,4,50,250,0.2983966715292882,0.9896501630418066,0.049732778588214704,4.973277858821471e-06,0.07915567416904462,79.15567416904462
